"filename", "language", "Markdown", "Dart", "CSS", "JavaScript", "C++", "JSON", "HTML", "YAML", "Properties", "Groovy", "XML", "Swift", "comment", "blank", "total"
"e:\FlutterProjects\TrainProject\todo2\lib\services\supabase\auth_state.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 30
"e:\FlutterProjects\TrainProject\todo2\lib\services\supabase\configure.dart", "Dart", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"e:\FlutterProjects\TrainProject\todo2\lib\services\supabase\constants.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 41
"e:\FlutterProjects\TrainProject\todo2\lib\services\supabase\splash_page.dart", "Dart", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"e:\FlutterProjects\TrainProject\todo2\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 11, 19, 63
"e:\FlutterProjects\TrainProject\todo2\test\widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"e:\FlutterProjects\TrainProject\todo2\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 18, 6, 107
"e:\FlutterProjects\TrainProject\todo2\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"e:\FlutterProjects\TrainProject\todo2\web\splash\splash.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\FlutterProjects\TrainProject\todo2\web\splash\style.css", "CSS", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"e:\FlutterProjects\TrainProject\todo2\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"e:\FlutterProjects\TrainProject\todo2\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\FlutterProjects\TrainProject\todo2\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 13, 62
"e:\FlutterProjects\TrainProject\todo2\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"e:\FlutterProjects\TrainProject\todo2\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"e:\FlutterProjects\TrainProject\todo2\windows\runner\resource.h", "C++", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"e:\FlutterProjects\TrainProject\todo2\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"e:\FlutterProjects\TrainProject\todo2\windows\runner\utils.h", "C++", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"e:\FlutterProjects\TrainProject\todo2\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 15, 48, 246
"e:\FlutterProjects\TrainProject\todo2\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 13, 6116, 38, 7, 414, 201, 83, 39, 8, 88, 169, 12, 588, 1012, 8788
